evt_block_time,supply_apy,variable_borrow_apy,stable_borrow_apy,liquidity_usd,liquidity_usdc,liquidity_weth,total_liquidity,Lido staking APR(instant),Lido staking APR(ma_7),CL APR,EL APR,avg_funding_rate_geo,weth_reserve,usdc_reserve,weth_price,usdc_price,trading_volume,eth_usd,steth_usd
2021-11-22,0.011344174378953478,0.3802658718911717,3.4753323398639644,191571752.59,64989860.394094996,30314.340617952574,-0.28643381532709544,0.05418517565450176,0.05409533521169597,5.419,0.0,0.106431,0.47419255095786994,-0.38338798559496257,4157.640972222222,4175.643923611111,100021.13948947686,4175.07513274142,4157.260836905419
2021-11-23,0.011323679491865716,0.37851774948447864,3.473147186855598,137921965.92,11464825.681373002,30108.44117009104,-0.28918599651004945,0.05411790937716732,0.05414051497808549,5.412,0.0,0.107228,-0.8893095477526971,0.9610959888813144,4190.91857638889,4200.056041666662,128371.79600625922,4199.022340421275,4189.932564213426
2021-11-24,0.00864650372533908,0.32638574072802257,3.407982175910028,64837317.21,8631858.333359,13195.641352344128,-0.29014149577679244,0.05442926499939982,0.054311448782216463,5.443,0.0,0.107926,0.017355012222718343,0.031450809238086845,4240.45232638889,4259.395763888889,59502.30348280405,4259.0310867512735,4240.30996599713
2021-11-25,0.006375066482056023,0.27637052914394966,3.3454631614299366,47357829.26,31050433.596053995,3711.358077999565,-0.2890651740593873,0.05432703757733259,0.054363774209077446,5.433,0.0,0.108706,-0.15654131469785373,0.20520699749727137,4370.770590277777,4393.916006944443,65052.81519927399,4392.430662893114,4369.802815099873
2021-11-26,0.005149444527446944,0.24711806066977351,3.3088975758372166,231999053.52,88575371.72132102,34140.563686469715,-0.24654255878960352,0.05453657980769777,0.05433231511289775,5.454,0.0,0.109415,0.35178934774326787,-0.26640536777846935,4181.371944444444,4200.9757986111135,106506.4889343433,4196.945380994102,4177.515589181765
2021-11-27,0.00518509438429256,0.24701283088103154,3.308766038601289,115334158.74,34659501.06385098,19578.485422833197,-0.24673521255844924,0.05418861812326936,0.05425637917743668,5.419,0.0,0.11046,-0.08464441713361101,0.15154128987317503,4096.655937500003,4120.577048611109,88153.92983607046,4120.461725885781,4096.566778933665
2021-11-28,0.006248530014746811,0.275309603995982,3.344137004994977,83885911.77,23148816.51424701,14871.56115715042,-0.24585792061123113,0.054153522010604416,0.054276872507139036,5.415,0.0,0.111428,0.014774556372093888,0.008783145524417696,4064.156493055556,4084.1102430555543,22109.340199396654,4083.599155262756,4063.6901136402207
2021-11-29,0.006773678042314417,0.2885073264332583,3.360634158041573,82729160.8,67105639.372637,3588.2174595246806,-0.13132452676564838,0.054168610741741174,0.054274506091030364,5.417,0.0,0.112454,0.47586869828409306,-0.023184583183522817,4329.995624999997,4354.117777777783,56648.53539183049,4353.8407107579815,4329.734461549357
2021-11-30,0.006823205901402985,0.2906918502897172,3.3633648128621463,212987460.8,13991356.791625999,43919.69153786735,-0.08205305036736818,0.05478844583325526,0.054370297013328635,5.479,0.0,0.113227,-0.050908263562244864,0.06976818066563047,4508.47548611111,4530.9085069444445,30894.892852815698,4529.797098763159,4507.313044982103
2021-12-01,0.006980732950747249,0.2944626306314168,3.3680782882892704,121884372.84,28426904.04907699,19923.500343131658,-0.09731544045206893,0.054262884579627135,0.05434652838193253,5.426,0.0,0.113855,0.610668067187832,-0.460884966839357,4660.178055555554,4690.81572916667,206944.65584806737,4690.4943639537405,4659.847884650149
2021-12-02,0.006415844880753755,0.2810453389388316,3.3513066736735393,105787372.11,46214266.16109901,13141.293396514975,-0.08461050743871988,0.054007098990420443,0.05430082286951652,5.401,0.0,0.114641,-1.5839138663983432,1.5977102204614413,4509.415069444449,4533.275694444445,28373.8541638891,4533.1569429269775,4509.282081265487
2021-12-03,0.006342079301234932,0.279029014553672,3.34878626819209,123270016.4,66990531.93910901,12589.563957919108,-0.08460404270515207,0.05336390644543054,0.05413329810347834,5.336,0.0,0.11562,0.8636581363269213,-0.8322649033425074,4436.185625,4470.328333333333,43023.42939928905,4468.46186670547,4433.998651883382
2021-12-04,0.0058011035099399515,0.26905196350279026,3.3363149543784876,169886604.27,73554437.18014099,23953.51563225309,-0.07309012845936963,0.05288312340313617,0.05394679885774501,5.288,0.0,0.116853,-0.16902498825149012,0.18231771590668294,3999.96739583333,4021.629583333334,9475.637159426606,4020.328608360461,3998.655230252937
2021-12-05,0.007177058644073378,0.3023449438483078,3.3779311798103846,188265762.77,39683610.631598,35845.846069975436,-0.07422019918463803,0.05384640345717684,0.053902924778683935,5.385,0.0,0.117668,0.25779027545632177,-0.23178754027487333,4139.699062499993,4145.031249999998,22684.06696675318,4144.880770812399,4139.472723404915
2021-12-06,0.005540539528191919,0.26481978320287025,3.3310247290035875,162165916.49,41160673.231548004,29267.500058858426,-0.07951783726589805,0.05401732627052325,0.05388131271136709,5.402,0.0,0.118371,0.6697528619055203,-0.6039536570984487,4108.551388888889,4134.457777777773,67281.95555090702,4133.448917616324,4107.408895072764
2021-12-07,0.006322595216511426,0.28446180825406003,3.3555772603175744,304719128.59,74855978.15351503,52834.1632425054,-0.07850001532441594,0.05343600753676103,0.053688107240439334,5.344,0.0,0.119048,-0.22082977275865906,0.2631834566004779,4324.181909722224,4350.6537499999995,62959.528637704236,4350.49032139383,4324.0235460053245
